signal_date,R0_residual_level_rank_ic,R1_level_change_rank_ic,R2_roe_shrinkage_rank_ic,R3_confidence_rank_ic
20200123,-0.0918775910144713,-0.0778396387774788,-0.0786916210807724,-0.0724757453498123
20200228,0.1036750328348599,0.1179994073895483,0.1170860101424088,0.116893573932337
20200331,-0.0839491910752563,-0.0076533652358371,-0.0086171333608039,-0.0122307753326368
20200430,-0.082043334444513,-0.0785819249897289,-0.0776521571859329,-0.079394214316166
20200529,-0.0070503683926181,-0.0063909675971308,-0.0074128945262873,-0.003178492746725
20200630,0.0434990739893935,0.0800510442878381,0.0778322704785693,0.077613994184725
20200731,0.0762656910939532,0.0928121359659155,0.0935313058199018,0.0931587550611121
20200831,0.0357990608054381,0.0623863351127447,0.0603127887732497,0.0647250405570494
20200930,0.0279869289129077,0.001929176746749,0.0008610671762627,0.000290458427595
20201030,0.1369232228987495,0.0427933191210825,0.0472302380993902,0.0448314432376694
20201130,-0.0856944768593293,0.018492901554045,0.0179824352270155,0.0131972242207413
20201231,-0.0097520212050464,0.0053985445010532,0.0032533747002796,0.0041956410976348
20210129,0.2260125015912704,0.2150792895132638,0.2146927555942095,0.2079677090280028
20210226,0.0832237842622369,0.0853757827237574,0.0853631053803608,0.0849743917760491
20210331,-0.0717552515454354,-0.0321360010200868,-0.0310002895699149,-0.0318165213391054
20210430,-0.0892917571540169,-0.0825530219477612,-0.0831733006056144,-0.0819443316423162
20210531,-0.0986607036081354,-0.1197157909915591,-0.1206259550324418,-0.1204731250150178
20210630,-0.053290403660751,-0.0668152677835926,-0.0657177798042713,-0.0639826767571862
20210730,0.055040936976942,0.0308433920131301,0.0289185882782285,0.0296217900737314
20210831,0.1035556658598109,0.1722444966245694,0.1685344885000499,0.1711478189816428
20210930,-0.0782166979485303,-0.0601958506472155,-0.0596734011453961,-0.0635566061645673
20211029,0.0005855781544083,-0.0107552492322988,-0.0115466979995526,-0.0113854858749183
20211130,0.123792670518262,0.1464269036806386,0.1451704534312135,0.1436568892733483
20211231,0.2221794404753195,0.1616118957166002,0.1606423604419156,0.1624117922169219
20220128,0.0917267916394602,0.0668311174617548,0.0687429296239594,0.069723499501962
20220228,0.1114904503896218,0.0842710714453758,0.0855791287030263,0.0863919049482609
20220331,0.0335131946074483,0.055905711524889,0.0547697892937304,0.0597873237393539
20220429,-0.0676007214657896,0.0025628672719547,0.0034384073779132,0.0089309483010039
20220531,-0.0584980691631324,-0.0618255464277236,-0.0594559616367555,-0.0553705518612398
20220630,-0.0432051448818575,0.0654642866612553,0.064062485124033,0.0660478375938587
20220729,0.0344119765091566,0.0504988698543231,0.051339780274817,0.0557116909190197
20220831,-0.1032985406956779,-0.0983590780750561,-0.0977348752794395,-0.0957005301431449
20220930,-0.0915135173367145,-0.0462869538007859,-0.0468499828281428,-0.0430640945063704
20221031,0.1570462191383905,0.1544627165836209,0.1565336406996994,0.1519283395180285
20221130,-0.0496363929960187,-0.0181928148256729,-0.0163380673300012,-0.0158695863367107
20221230,0.0990930331683781,0.1706931289929234,0.167678384201119,0.16853962115253
20230131,0.1130033591926188,0.0791795152443551,0.0778832459960796,0.0682694507798136
20230228,0.0364696379918773,-0.0058569367103832,-0.0042027196271826,-0.0040587641672164
20230331,-0.0452768725185865,-0.0553326072763289,-0.0549954113398739,-0.061136364313706
20230428,0.0219194162466126,0.0209425002676146,0.0220438267633475,0.0235848024029126
20230531,0.073362810307459,0.0955984611502364,0.0953333481993837,0.0939653239007263
20230630,0.0636952386180379,0.0794792979701852,0.0796297249776897,0.079793869958717
20230731,-0.001175055015156,-0.0049729284682471,-0.0042702655730744,-0.0082247231532942
20230831,0.0600748117287615,0.118624333839195,0.1192647049405637,0.1152000767607659
20230928,-0.0456109323383525,-0.0651670898280071,-0.0645200518153853,-0.065053086014855
20231031,-0.0114307594135432,0.0530090415697957,0.0524481331165161,0.0558499789266015
20231130,0.1127406146497164,0.0847742719164384,0.0845579873569578,0.082942457988213
20231229,0.1047778158359414,0.0469062570154752,0.0491777720732308,0.0425280106755726
20240131,0.0262849045900894,0.000646794144368,-0.0001261586197276,0.0044085669205642
20240229,0.0084024255291976,0.0534713994838987,0.0532793889579742,0.0610221816804835
20240329,0.0269124153412052,0.0921696451191253,0.0957090963284221,0.0954937474993874
20240430,0.0950103255144633,0.0597265406962056,0.0592805281675569,0.057768977437268
20240531,0.0268375358586431,0.0097166403337195,0.0111490328507651,0.0120150612632129
20240628,-0.0002205623894516,0.0643620913613635,0.0666445709345358,0.0684954754984488
20240731,-0.0143144304660372,-0.0358800622408753,-0.0397064372507661,-0.0362920278963692
20240830,0.0783712432522395,0.06887881580053,0.066366414793404,0.0654922476965556
20240930,-0.0927139297371732,-0.0795383364009948,-0.0813507580969067,-0.0839605492989586
20241031,0.0531096291572653,0.0998018014536828,0.0999918369322439,0.0998061534993284
20241129,0.0517249285970738,0.1026621922219637,0.1043193219284813,0.1044315033394408
20241231,-0.0627532942123261,-0.0203002454711401,-0.0214914849435738,-0.0153220123497048
20250127,-0.0857054048085444,-0.0460173314893693,-0.0458006782665921,-0.0453425644427439
20250228,0.0824131200704476,0.0837417044395653,0.0822753053480487,0.0779078540675854
20250331,-0.1049533362139396,-0.0767686563396684,-0.0770621066665061,-0.0785418948642414
20250430,0.0934740170813306,0.1043472982040285,0.1054561406019208,0.1100344049579522
20250530,0.0530937703311056,0.0265894876079746,0.0258905837534895,0.0271993643964116
20250630,0.0799313764596149,0.0673807491824158,0.0667805133361566,0.0619815968615378
20250731,-0.0206440483787395,-0.0229895713367586,-0.0235878781790447,-0.0244612325378968
20250829,0.1045836778475452,0.0620430641863664,0.0616270135744317,0.0585557762805274
20250930,0.1213607656018188,0.1749949106539657,0.1753863920584558,0.1790251708221144
20251031,0.0577285084314308,0.0224073021268937,0.0219960152087558,0.0177314797305534
20251128,0.0344875907166353,0.0284004912737252,0.0294875845923093,0.0248590913838646
20251231,-0.0175480796477742,-0.0347209980960901,-0.0344630010172657,-0.0275263812610841
20260130,0.0655978038653295,0.0631242975584388,0.0601836953262659,0.0615689385331489
20260227,0.088083658432029,0.0515458346125782,0.051814903933568,0.0487989538266359
20260331,0.0123659690896578,0.0641236037422241,0.0673280877796305,0.0608157925127148
20260430,-0.0241911406880659,-0.0215503907861284,-0.0217478429768607,-0.0212719255499485
20260529,-0.0181937765550423,-0.054853572910213,-0.0552194967760732,-0.0580754987643663
20260630,0.2734943291951126,0.3491691048338879,0.349756164949371,0.3456160781069254
